,index,Job Title,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Salary_Min,Salary_Max,Lower Salary,Upper Salary,Avg Salary(K),company_txt,Job Location,Age,job_title_sim,seniority_by_title,Degree,Location_City,Location_State,Headquarters_City,Headquarters_State
385,493,Data Engineer,4.4,BRMi,51 - 200 ,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,61,109 ,61,109,85.0,BRMi,VA,17,data engineer,na,na,Chantilly,VA,Washington,DC
386,494,Senior LiDAR Data Scientist,3.9,Luminar Technologies,201 - 500 ,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,93,151 ,93,151,122.0,Luminar Technologies,FL,9,data scientist,sr,M,Orlando,FL,Orlando,FL
387,495,Salesforce Analytics Consultant,3.9,"Emtec, Inc.",501 - 1000 ,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,52,81 ,52,81,66.5,"Emtec, Inc.",IL,26,data analitics,na,M,Chicago,IL,Jacksonville,FL
388,496,"Technology-Minded, Data Professional Opportunities",4.7,Veterans United Home Loans,1001 - 5000 ,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,40,101 ,40,101,70.5,Veterans United Home Loans,MO,19,na,na,na,Columbia,MO,Columbia,MO
389,497,Senior Data Engineer,4.7,Praetorian,51 - 200 ,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),-1,97,180 ,97,180,138.5,Praetorian,TX,11,data engineer,sr,na,Austin,TX,Austin,TX
390,498,Managing Data Scientist/ML Engineer,3.4,PA Consulting,1001 - 5000 ,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",81,134 ,81,134,107.5,PA Consulting,MA,78,data scientist,na,na,Boston,MA,London,United Kingdom
391,499,"Scientist, Pharmacometrics",3.8,Agios Pharmaceuticals,501 - 1000 ,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,84,157 ,84,157,120.5,Agios Pharmaceuticals,MA,13,other scientist,na,M,Cambridge,MA,Cambridge,MA
392,500,Staff Scientist- Upstream PD,2.7,Advanced BioScience Laboratories,201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,49,113 ,49,113,81.0,Advanced BioScience Laboratories,MD,60,other scientist,na,na,Rockville,MD,Rockville,MD
393,501,Scientist Manufacturing Pharma - Kentucky BioProcessing,3.1,Reynolds American,5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,68,139 ,68,139,103.5,Reynolds American,KY,146,other scientist,na,na,Owensboro,KY,Winston-Salem,NC
394,502,Sr. Data Engineer,3.4,Echo Global Logistics,1001 - 5000 ,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",75,140 ,75,140,107.5,Echo Global Logistics,IL,16,data engineer,sr,na,Chicago,IL,Chicago,IL
395,505,Lead Big Data Engineer,4.0,Glassdoor,1001 - 5000 ,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",121,203 ,121,203,162.0,Glassdoor,CA,14,data engineer,sr,na,San Francisco,CA,Mill Valley,CA
396,506,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,52,85 ,52,85,68.5,Esri,CA,52,data scientist,na,M,Redlands,CA,Redlands,CA
397,507,Sr Software Engineer (Data Scientist),3.4,Assurant,10000+ ,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",81,140 ,81,140,110.5,Assurant,OH,43,data scientist,sr,na,Westlake,OH,New York,NY
398,508,College Hire - Data Scientist - Open to December 2019 Graduates,3.7,Caterpillar,10000+ ,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",63,99 ,63,99,81.0,Caterpillar,IL,96,data scientist,na,na,Peoria,IL,Deerfield,IL
399,509,Senior Data Scientist,4.3,Equity Residential,1001 - 5000 ,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",110,150(Employer est.),110,150,130.0,Equity Residential,IL,28,data scientist,sr,M,Chicago,IL,Chicago,IL
400,510,Sr. Data Engineer (ETL Developer),3.7,F&G,201 - 500 ,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,83,148 ,83,148,115.5,F&G,IA,-1,data engineer,sr,na,Des Moines,IA,Des Moines,IA
401,512,Senior Data Scientist Artificial Intelligence,3.8,PNNL,1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",60,101 ,60,101,80.5,PNNL,WA,56,data scientist,sr,M,Richland,WA,Richland,WA
402,516,Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,501 - 1000 ,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1,31,55 ,31,55,43.0,GreatAmerica Financial Services,IA,29,analyst,na,na,Cedar Rapids,IA,Cedar Rapids,IA
403,517,"Associate Director/Director, Safety Scientist",4.4,Acceleron Pharma,201 - 500 ,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,102,178 ,102,178,140.0,Acceleron Pharma,MA,18,director,na,P,Cambridge,MA,Cambridge,MA
404,518,"Senior Scientist, Cell Pharmacology/Assay Development",-1.0,Kronos Bio,unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,Employer Provided Salary:110,130,110,130,120.0,Kronos Bi,MA,-1,other scientist,sr,P,Cambridge,MA,San Mateo,CA
405,519,Data Analyst Senior,3.0,AmeriHealth Caritas,5001 - 10000 ,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",48,85 ,48,85,66.5,AmeriHealth Caritas,PA,38,analyst,sr,M,Philadelphia,PA,Philadelphia,PA
406,520,Lead Data Engineer (Python),4.7,Strategic Employment Partners,51 - 200 ,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,66,123 ,66,123,94.5,Strategic Employment Partners,CA,15,data engineer,sr,na,San Francisco,CA,Los Angeles,CA
407,521,Senior Data Scientist 4 Artificial Intelligence,3.8,PNNL,1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",92,146 ,92,146,119.0,PNNL,WA,56,data scientist,sr,M,Seattle,WA,Richland,WA
408,522,Medical Lab Scientist - MLT,3.2,Catholic Health Initiatives,10000+ ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",21,29 Per Hour,43,60,51.5,Catholic Health Initiatives,NE,25,other scientist,na,na,Omaha,NE,Englewood,CO
409,523,"Senior Operations Data Analyst, Call Center Operations",2.7,FLEETCOR,5001 - 10000 ,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,10,17 Per Hour,20,35,27.5,FLEETCOR,TN,21,analyst,sr,na,Nashville,TN,Peachtree Corners,GA
410,524,"Director II, Data Science - GRS Predictive Analytics",3.3,Liberty Mutual Insurance,10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",150,239 ,150,239,194.5,Liberty Mutual Insurance,IL,109,data scientist,na,P,Chicago,IL,Boston,MA
411,525,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,Southwest Research Institute,1001 - 5000 ,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",52,91 ,52,91,71.5,Southwest Research Institute,TX,74,other scientist,sr,na,San Antonio,TX,San Antonio,TX
412,526,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,501 - 1000 ,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,82,129(Employer est.),82,129,105.5,Applied Research Laboratories,TX,-1,data scientist,na,na,Austin,TX,Austin,TX
413,528,Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.1,Reynolds American,5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,47,101 ,47,101,74.0,Reynolds American,NC,146,other scientist,sr,M,Winston-Salem,NC,Winston-Salem,NC
414,530,Systems Engineer II - Data Analyst,3.7,Raytheon,10000+ ,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,49,76 ,49,76,62.5,Raytheon,AL,99,analyst,na,na,Huntsville,AL,Waltham,MA
415,532,Senior Research Analytical Scientist-Non-Targeted Analysis,4.3,RTI International,1001 - 5000 ,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",43,88 ,43,88,65.5,RTI International,NC,63,other scientist,sr,P,Durham,NC,Research Triangle Park,NC
416,533,Director Data Science,3.6,TRANZACT,1001 - 5000 ,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,124,199 ,124,199,161.5,TRANZACT,NJ,32,data scientist,na,na,Fort Lee,NJ,Fort Lee,NJ
417,534,Sr Data Analyst - IT,2.1,United BioSource,1001 - 5000 ,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",52,93 ,52,93,72.5,United BioSource,PA,18,analyst,sr,na,Blue Bell,PA,Blue Bell,PA
418,535,Senior Data Engineer,3.9,Figure Eight,51 - 200 ,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,97,181 ,97,181,139.0,Figure Eight,CA,13,data engineer,sr,na,San Francisco,CA,San Francisco,CA
419,537,Senior Data Engineer,3.9,Tapjoy,201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",100,173 ,100,173,136.5,Tapjoy,CA,14,data engineer,sr,na,San Francisco,CA,San Francisco,CA
420,538,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,Fareportal,1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",53,96 ,53,96,74.5,Fareportal,NY,19,data scientist,na,na,New York,NY,New York,NY
421,539,Senior Scientist - Biostatistician,3.1,Reynolds American,5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,65,96 ,65,96,80.5,Reynolds American,NC,146,other scientist,sr,M,Winston-Salem,NC,Winston-Salem,NC
422,540,Data Scientist,3.5,Sartorius,5001 - 10000 ,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,56,95 ,56,95,75.5,Sartorius,NM,151,data scientist,na,M,Albuquerque,NM,Gottingen,Germany
423,541,Data Scientist,4.7,1904labs,51 - 200 ,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Slalom, Daugherty Business Solutions",111,176 ,111,176,143.5,1904labs,MO,5,data scientist,na,na,Saint Louis,MO,Saint Louis,MO
424,542,Data Scientist,5.0,Royce Geospatial,51 - 200 ,2014,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1,75,127 ,75,127,101.0,Royce Geospatial,VA,7,data scientist,na,na,Springfield,VA,Arlington,VA
425,543,Data Engineer,3.6,MassMutual,5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,65,119 ,65,119,92.0,MassMutual,MA,170,data engineer,na,na,Springfield,MA,Springfield,MA
426,544,Computational Chemist/Data Scientist,3.8,PNNL,1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",56,97 ,56,97,76.5,PNNL,WA,56,data scientist,na,P,Richland,WA,Richland,WA
427,545,Principal Data Scientist (Computational Chemistry),4.7,Recursion Pharmaceuticals,51 - 200 ,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,108,173 ,108,173,140.5,Recursion Pharmaceuticals,UT,8,data scientist,sr,na,Salt Lake City,UT,Salt Lake City,UT
428,546,Data Scientist,3.6,Citi,10000+ ,1812,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,94,139 ,94,139,116.5,Citi,NJ,209,data scientist,na,na,Jersey City,NJ,New York,NY
429,548,Principal Machine Learning Scientist,4.7,Sage Intacct,501 - 1000 ,1999,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,176,289 ,176,289,232.5,Sage Intacct,CA,22,machine learning engineer,sr,P,San Francisco,CA,San Jose,CA
430,549,Data Scientist,3.5,Scale AI,51 - 200 ,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,92,149 ,92,149,120.5,Scale AI,CA,5,data scientist,na,P,San Francisco,CA,San Francisco,CA
431,550,Product Engineer – Data Science,3.5,Esri,1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,63,101 ,63,101,82.0,Esri,VA,52,data scientist,na,M,Arlington,VA,Redlands,CA
432,552,"Principal Scientist, Chemistry & Immunology",3.3,Rochester Regional Health,10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,54,115 ,54,115,84.5,Rochester Regional Health,NY,7,other scientist,sr,P,Rochester,NY,Rochester,NY
433,554,Data Scientist,2.7,Change Healthcare,10000+ ,2007,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,-1,118,188 ,118,188,153.0,Change Healthcare,CA,14,data scientist,na,P,Emeryville,CA,Nashville,TN
434,555,Data Scientist,3.4,MZ,501 - 1000 ,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,108,146 ,108,146,127.0,MZ,CA,13,data scientist,na,M,Palo Alto,CA,Palo Alto,CA
435,556,Data Scientist,4.7,HG Insights,51 - 200 ,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,65,106 ,65,106,85.5,HG Insights,CA,11,data scientist,na,P,Santa Barbara,CA,Santa Barbara,CA
436,557,Data Scientist,2.8,"1-800-FLOWERS.COM, Inc.",1001 - 5000 ,1976,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),-1,55,98 ,55,98,76.5,"1-800-FLOWERS.COM, Inc.",NY,45,data scientist,na,na,Carle Place,NY,Carle Place,NY
437,558,Data Scientist,3.5,CBS Interactive,1001 - 5000 ,1992,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),"NBCUniversal, Comcast, Netflix",94,162 ,94,162,128.0,CBS Interactive,NY,29,data scientist,na,na,New York,NY,San Francisco,CA
438,560,Data Engineer,3.2,"Numeric, LLC",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,63,120 ,63,120,91.5,"Numeric, LLC",PA,-1,data engineer,na,na,King of Prussia,PA,Chadds Ford,PA
439,561,"Scientist/Senior Scientist, Autoimmune",4.4,Rubius Therapeutics,201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,90,179 ,90,179,134.5,Rubius Therapeutics,MA,8,other scientist,sr,P,Cambridge,MA,Cambridge,MA
440,562,Data Scientist,3.3,Samba TV,201 - 500 ,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,127,202 ,127,202,164.5,Samba TV,CA,13,data scientist,na,na,San Francisco,CA,San Francisco,CA
441,563,Software Engineer - Data Visualization,4.0,ClearEdge,51 - 200 ,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,60,127 ,60,127,93.5,ClearEdge,MD,19,na,na,M,Annapolis Junction,MD,Annapolis Junction,MD
442,565,Market Data Analyst,3.4,SV Microwave,201 - 500 ,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),-1,31,57 ,31,57,44.0,SV Microwave,FL,30,analyst,na,M,West Palm Beach,FL,West Palm Beach,FL
443,566,Staff Data Engineer,3.8,Sumo Logic,501 - 1000 ,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",105,194 ,105,194,149.5,Sumo Logic,TX,11,data engineer,na,M,Austin,TX,Redwood City,CA
444,567,Associate Data Engineer,3.5,EAB,1001 - 5000 ,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,45,86 ,45,86,65.5,EAB,DC,14,data engineer,na,M,Washington,DC,Washington,DC
445,568,Data Engineer,4.4,SpringML,Jan-50,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,75,143 ,75,143,109.0,SpringML,VA,6,data engineer,na,na,Herndon,VA,Pleasanton,CA
446,570,Staff Data Engineer,3.7,Samsung Research America,1001 - 5000 ,1988,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),"Sony, LG Electronics, Nokia",126,228 ,126,228,177.0,Samsung Research America,CA,33,data engineer,na,P,Mountain View,CA,Mountain View,CA
447,572,Data Scientist,4.7,Systems & Technology Research,201 - 500 ,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1,80,134 ,80,134,107.0,Systems & Technology Research,VA,11,data scientist,na,P,Arlington,VA,Woburn,MA
448,573,Data Scientist,4.1,Netskope,501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",120,189 ,120,189,154.5,Netskope,CA,9,data scientist,na,P,Santa Clara,CA,Santa Clara,CA
449,575,Data Scientist,4.0,Lorven Technologies Inc,Jan-50,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,85,142 ,85,142,113.5,Lorven Technologies Inc,CA,-1,data scientist,na,na,Santa Clara,CA,Plainsboro,NJ
450,576,Senior Data Scientist,3.5,Brighthouse Financial,1001 - 5000 ,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,95,154 ,95,154,124.5,Brighthouse Financial,NC,4,data scientist,sr,M,Charlotte,NC,Charlotte,NC
451,577,Data Scientist,2.5,CareDx,Jan-50,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Sequenom,111,176 ,111,176,143.5,CareDx,CA,-1,data scientist,na,P,Brisbane,CA,Brisbane,CA
452,578,Data Scientist,3.9,Serigor Inc.,Jan-50,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,87,140 ,87,140,113.5,Serigor Inc.,CA,-1,data scientist,na,M,San Francisco,CA,Baltimore,MD
453,579,Data Scientist,3.4,Leidos,10000+ ,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,76,127 ,76,127,101.5,Leidos,VA,52,data scientist,na,M,Springfield,VA,Reston,VA
454,580,"Data Analyst, Performance Partnership",3.6,Beckman Coulter Diagnostics,10000+ ,1935,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),"Abbott Laboratories, Roche, Thermo Fisher Scientific",54,92 ,54,92,73.0,Beckman Coulter Diagnostics,NY,86,analyst,na,na,New York,NY,Brea,CA
455,582,Data Scientist,3.5,IHS Markit,10000+ ,2016,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Thomson Reuters, International Data Group",61,100 ,61,100,80.5,IHS Markit,NY,5,data scientist,na,M,New York,NY,London,United Kingdom
456,583,Data Scientist,-1.0,ALIN,unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,81,140 ,81,140,110.5,ALI,NY,-1,data scientist,na,M,New York,NY,Noida,India
457,585,Staff BI and Data Engineer,2.9,Affinity Solutions,51 - 200 ,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",80,148 ,80,148,114.0,Affinity Solutions,CA,23,data engineer,na,M,San Jose,CA,New York,NY
458,586,Data Scientist,3.5,e-IT Professionals Corp.,51 - 200 ,-1,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),-1,108,171 ,108,171,139.5,e-IT Professionals Corp.,CA,-1,data scientist,na,na,Foster City,CA,Canton,MI
459,587,Data Scientist,4.8,TechProjects,Jan-50,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,112,179 ,112,179,145.5,TechProjects,NY,10,data scientist,na,na,New York,NY,North Brunswick,NJ
460,588,Data Scientist,4.0,Biz2Credit Inc,201 - 500 ,2007,Company - Private,Lending,Finance,$100 to $500 million (USD),"Fundera, Bond Street, OnDeck",63,111 ,63,111,87.0,Biz2Credit Inc,NY,14,data scientist,na,na,New York,NY,New York,NY
461,589,Data Scientist,4.2,PeoplesBank,201 - 500 ,1885,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),-1,75,126 ,75,126,100.5,PeoplesBank,MA,136,data scientist,na,M,Holyoke,MA,Holyoke,MA
462,590,Data Scientist Manager,3.8,Capgemini,10000+ ,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",110,184 ,110,184,147.0,Capgemini,NY,54,data scientist,na,M,New York,NY,Paris,France
463,591,Data Engineer,3.7,GNY Insurance Companies,201 - 500 ,1914,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),"Travelers, Chubb, Crum & Forster",76,145 ,76,145,110.5,GNY Insurance Companies,NY,107,data engineer,na,M,New York,NY,New York,NY
464,594,Marketing Data Analyst,3.9,Citadel Federal Credit Union,501 - 1000 ,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",36,62 ,36,62,49.0,Citadel Federal Credit Union,PA,84,analyst,na,na,Exton,PA,Exton,PA
465,595,Data Scientist,4.6,"Conch Technologies, Inc",51 - 200 ,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,70,118 ,70,118,94.0,"Conch Technologies, Inc",MA,-1,data scientist,na,M,Waltham,MA,Memphis,TN
466,597,Senior Data Scientist,4.3,Medidata Solutions,1001 - 5000 ,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),Oracle,94,153 ,94,153,123.5,Medidata Solutions,NY,22,data scientist,sr,M,New York,NY,New York,NY
467,599,"Principal Scientist, Hematology",3.3,Rochester Regional Health,10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,54,115 ,54,115,84.5,Rochester Regional Health,NY,7,other scientist,sr,P,Rochester,NY,Rochester,NY
468,600,Data Analyst,3.7,CALIBRE Systems,501 - 1000 ,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CSC, Booz Allen Hamilton, ManTech",50,92 ,50,92,71.0,CALIBRE Systems,VA,32,analyst,na,na,Alexandria,VA,Alexandria,VA
469,601,Software Data Engineer - College,4.0,HP Inc.,10000+ ,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,49,97 ,49,97,73.0,HP Inc.,OR,82,data engineer,na,M,Corvallis,OR,Palo Alto,CA
470,602,"Director - Data, Privacy and AI Governance",3.6,MassMutual,5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,67,135 ,67,135,101.0,MassMutual,MA,170,director,na,na,Boston,MA,Springfield,MA
471,603,Staff Machine Learning Engineer,3.9,Tapjoy,201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",138,224 ,138,224,181.0,Tapjoy,CA,14,machine learning engineer,na,na,San Francisco,CA,San Francisco,CA
472,604,Data Scientist,3.7,Northrop Grumman,10000+ ,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,80,139 ,80,139,109.5,Northrop Grumman,CA,82,data scientist,na,na,San Diego,CA,Falls Church,VA
473,605,Lead Data Scientist,3.7,Visa Inc.,10000+ ,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover",158,211 ,158,211,184.5,Visa Inc.,WA,63,data scientist,sr,na,Bellevue,WA,Foster City,CA
474,606,Senior Data Scientist - Algorithms,3.9,Quartet Health,201 - 500 ,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,150,180 ,150,180,165.0,Quartet Health,NY,7,data scientist,sr,M,New York,NY,New York,NY
475,607,Information Security Data Analyst,3.7,Motorola Solutions,10000+ ,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Cisco Systems, Huawei Technologies, IBM",42,80 ,42,80,61.0,Motorola Solutions,IL,93,analyst,na,M,Chicago,IL,Chicago,IL
476,608,Lead Data Engineer,4.1,Credit Sesame,51 - 200 ,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",190,220(Employer est.),190,220,205.0,Credit Sesame,CA,11,data engineer,sr,na,Mountain View,CA,Mountain View,CA
477,609,Data Analyst,3.1,Success Academy Charter Schools,1001 - 5000 ,2006,School / School District,K-12 Education,Education,$100 to $500 million (USD),-1,42,77 ,42,77,59.5,Success Academy Charter Schools,NY,15,analyst,na,na,New York,NY,New York,NY
478,610,Scientist Manufacturing - Kentucky BioProcessing,3.1,Reynolds American,5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,68,139 ,68,139,103.5,Reynolds American,KY,146,other scientist,na,na,Owensboro,KY,Winston-Salem,NC
479,613,Consultant - Analytics Consulting,3.0,Infosys,10000+ ,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",54,71 ,54,71,62.5,Infosys,CT,40,data analitics,na,na,Hartford,CT,Bengaluru,India
480,614,Data Analytics Project Manager,3.6,MassMutual,5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,34,92 ,34,92,63.0,MassMutual,MA,170,Data scientist project manager,na,M,Springfield,MA,Springfield,MA
481,616,Data Analyst,3.6,AXION Healthcare Solutions,Jan-50,1980,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"The Execu|Search Group, Prime Staffing",47,85 ,47,85,66.0,AXION Healthcare Solutions,NY,41,analyst,na,na,New York,NY,New York,NY
482,617,Data Engineer,3.5,Alignment Healthcare,501 - 1000 ,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,65,124 ,65,124,94.5,Alignment Healthcare,CA,8,data engineer,na,M,Orange,CA,Orange,CA
483,619,Data Scientist,4.2,ExecOnline,51 - 200 ,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,"Harvard Business School, Coursera, edX",56,95 ,56,95,75.5,ExecOnline,NY,9,data scientist,na,na,New York,NY,New York,NY
